,公司代码_CompanyCode,证券代码_R_SecuCode,指数代码_IdxCd,指数全称_IdxFNm,证券市场_SecuMkt,上市日期_LsDt,上市状态_LstState,指数类别_IdxCtgy,行业类别_IndType,指数简介_IdxIntr
203,3018,90_399317,399317,国证A股指数,90,2005-02-03,1,10,,"                             巨潮A股指数编制方案 
                              （2009年2月修订） 
编制巨潮A股指数的目的是为了反映中国证券A股市场股票价格的总体变动趋势，以满足社会各界对中国证券市场股票价格动态信息的多方面需要。巨潮A股指数是巨潮基准系列指数中的重要组成部分，目前公布的巨潮A股指数仅为全收益指数。 
    一、 巨潮A股指数的选股原则 

（一）入围标准 
对于巨潮A股指数，计算范围为在深圳、上海证券交易所上市的除ST、*ST股票外的所有A股。 
（二）成份股调整 
1．调整时间 
巨潮A股指数成份股对于涉及样本变动的事项实施实时调整。 
2．样本调整原则 
新上市A股在其上市后第十一个交易日纳入指数计算；被实施特别处理的A股，在实施特别处理日从指数中剔除；被撤销特别处理的A股，在撤销特别处理日纳入指数计算。 
二、 巨潮A股指数计算方法 

（一）基日 
巨潮A股指数以2002年12月31日为基日，基日指数定为1000。 （二）计算公式 
同巨潮100指数。 
三、 巨潮A股指数的调整计算 

巨潮A股指数的调整计算是根据不同情况，在开市前对指数实时计算公式中的有关数据项分别或同时进行调整。 
（一）调整成份股的范围 
即调整子项和母项中Σ的汇总"
204,51666,90_399344,399344,深证300指数(收益),90,2009-11-04,1,47,,"                   关于编制和发布深证300等指数的公告

　　为了适应广大投资者需求，向市场各类投资者提供更多的跟踪投资目标指数，推进指数基金产品以及丰富证券市场产品品种，深圳证券交易所决定于2009年11月4日起正式编制和发布下列指数：
　　指数代码    指数名称            指数简称          基日       基日点位
　　399344    深证300指数            深证300R    2004年12月31日    1000
　　399007    深证300价格指数        深证300P    2004年12月31日    1000
　　399345    深证300成长指数        深证成长    2004年12月31日    1000
　　399346    深证300成长价格指数    深成长P     2004年12月31日    1000
　　399347    深证300价值指数        深证价值    2004年12月31日    1000
　　399348    深证300价值价格指数    深价值P     2004年12月31日    1000
　　为了方便投资者参考，本次同步发布收益指数及价格指数，其中价格指数对样本股公司派息不作除权调整处理，任指数自然回落。
　　上述新发布指数之实时指数通过深交所实时行情库发布，指数编制方案及相关指数信息参见巨潮指数网站http://index.cninfo.com.cn。
　　从即日起对2006年发布的基金定制"
205,51669,90_399346,399346,深证300成长指数,90,2009-11-04,1,43,,"                关于调整部分指数发布方式和简称的公告
     为进一步优化指数发布方式，深圳证券交易所和深圳证券信息有限公司决定
于2014年1月2 日对部分指数的发布方式和简称命名进行调整。
     一、对于深证红利、深证治理等在深交所行情系统中同时发布价格指数和收
益指数的16条指数，参照国际惯例，将其收益指数转移至巨潮指数网发布每日收
盘行情，并提供历史数据下载；其价格指数继续通过深交所行情系统发布实时行
情，指数代码和指数名称均保持不变。
     发布方式调整后，对相关收益指数的代码、简称进行变更，具体情况如下：
         变更前代码       变更前简称       变更后代码       变更后简称
            399323         深证红利          CN2324         深证红利R
            399325          成长40R          CN2326           成长40R
            399327         深证治理          CN2328         深证治理R
            399331         深证创新          CN2332         深证创新R
            399334         深证央企          CN2335         深证央企R
            399336         深证民营          CN2337         深证民营R
            3993"
206,51671,90_399348,399348,深证300价值指数,90,2009-11-04,1,43,,"               关于调整部分指数发布方式和简称的公告
     为进一步优化指数发布方式，深圳证券交易所和深圳证券信息有限公司决定
于2014年1月2 日对部分指数的发布方式和简称命名进行调整。
     一、对于深证红利、深证治理等在深交所行情系统中同时发布价格指数和收
益指数的16条指数，参照国际惯例，将其收益指数转移至巨潮指数网发布每日收
盘行情，并提供历史数据下载；其价格指数继续通过深交所行情系统发布实时行
情，指数代码和指数名称均保持不变。
     发布方式调整后，对相关收益指数的代码、简称进行变更，具体情况如下：
         变更前代码       变更前简称       变更后代码       变更后简称
            399323         深证红利          CN2324         深证红利R
            399325          成长40R          CN2326           成长40R
            399327         深证治理          CN2328         深证治理R
            399331         深证创新          CN2332         深证创新R
            399334         深证央企          CN2335         深证央企R
            399336         深证民营          CN2337         深证民营R
            39933"
207,55282,90_399350,399350,国证国元皖江30指数,90,2012-12-18,1,49,,"                       巨潮国元皖江 30 指数编制方案
为了反映安徽省上市公司的整体表现，凸显皖江城市带承接产业转移示范区的经济特征，向市场提供区域投资的比较基准与标的，深圳证券信息有限公司与国元证券股份有限公司联合编制巨潮国元皖江 30 指数。
巨潮国元皖江 30 指数包括纯价格指数和全收益指数，纯价格指数通过深交所行情系统发布实时行情数据，全收益指数通过巨潮指数网发布收盘行情数据。
一、 指数代码与名称
指数代码：399350
指数简称：皖江 30
指数中文名称：巨潮国元皖江 30 指数
指数英文名称：CNINFO-GUOYUAN WANJIANG 30 INDEX
二、 基日与基点
皖江 30 指数以 2010 年 6 月 30 日为基日，基点为 1000 点。
三、 样本股选样方法
皖江 30 指数样本股由在深圳证券交易所和上海证券交易所上市的 30 只 A 股组成，按照下列原则选取：
1. 入围标准
（1） 在深圳、上海证券交易所上市交易的非 ST、*ST 的 A 股；
（2） 有一定上市交易日期，一般为六个月；
（3） 公司最近一年无重大违规、财务报告无重大问题；
（4） 公司最近一年经营无异常、无重大亏损；
（5） 考察期内股价无异常波动；
（6） 公司注册地为安徽省。
2. 选样方法
依据巨潮行业分类标准，将沪"
208,51520,90_399361,399361,国证在线消费指数,90,2009-08-03,1,44,,"国证在线消费指数编制方案
(2020年3月修订）
为反映A股市场中在线消费相关产业的市场表现，丰富指数化
投资工具，编制国证在线消费指数。
一、代码与名称
指数名称：国证在线消费指数
指数筒称：在线消费
英文名称：CNI Online Consumption Index
英文简称：Online Consumption
指数代码：399361
二、基日与基点
指数的基日为2004年12月31曰，基点为1000点。
三，选样空间
在上海证券交易所、深圳证券交易所上市交易且满足下列条件
的所有A股：
1.非ST、*ST股票；
2.上市时间超过六个月；
3.公司最近一年无重大违规、财务报告无重大问题；
4.公司最近一年经营无异常、无重大亏损；
5.考察期内股价无异常波动；
6.公司主营业务涉及在线消费相关产业，包括在线娱乐、在线
教育、在线零售、在线医疗等领域。
四、选样方法
首先，计算入围选样空间股票最近6个月的A股曰均成交金额
和A股日均自由流通市值；
然后，对入围股票在最近6个月的A股曰均成交金额从高到
低排序，剔除排名后10%的股票；
最后，对选样空间剩余股票按照近6个月曰均总市值从高到低
排序，选取前50名股票构成样本股，数量不足50只则按实际数量
选入0
五、
指数计算
指数采用派氏加权法，依据下列公式逐"
209,51522,90_399363,399363,国证云端在线科技指数,90,2009-08-03,1,44,,"各信息商：
    深圳证券信息有限公司决定于2020年3月13日改造国证计算机指为云科技主题指数上线，点位继承以前的点位。附件是基础信息，历史数据和样本股表，请做好信息揭示准备，多谢。
改造前
399363	计算机指	国证计算机指数	CNI Computer Index
CN2363	计算机指R	国证计算机全收益指数	CNI Computer Total Return Index
改造后
399363	云科技	国证云端在线科技指数	CNI Cloud Online Technology Index
CN2363	云科技R	国证云端在线科技全收益指数	CNI Cloud Online Technology Total Return Index
国证云端在线科技指数编制方案
(2020年3月修订)
为反映A股市场中云端在线科技产业相关公司的市场表现，为投资者提供更丰富的指数化投资工具，编制国证云端在线科技指数。
一、代码与名称
指数名称：国证云端在线科技指数
指数简称：云科技
英文名称：CNI Cloud Online Technology Index
英文简称：CNI Cloud Technology
指数代码：399363
二、基日与基点
指数的基日为2004年12月31日，基点为1000点。
三、选样空间
在深圳证券交易所、上海证券交易所上市交易且满足下列条件
的所有A股：
1.非ST、*ST股票；
2.上市时间超过六个月；
3.公司最近一年无重大违规、财务报告无重大"
210,51521,90_399362,399362,国证民企领先100指数,90,2009-08-03,1,44,,"国证民营指数编制方案
（2015 年 1 月修订）
为了反映A股市场上民营企业股票价格变动的趋势，编制国证民
营指数。国证民营指数包括纯价格指数和全收益指数，纯价格指数通
过深交所行情系统发布实时行情数据，全收益指数通过国证指数网发
布收盘行情数据。
一、 指数代码与名称
指数代码：399362
指数简称：国证民营
指数中文名称：国证民营指数
指数英文名称：CNI NON-STATE-OWNED ENTERPRISES
INDEX
二、 基日与基点
国证民营指数以 2004 年 12月 31 日为基日，基日指数定为 1000。
三、 选股原则
国证民营指数样本股由在深圳证券交易所、上海证券交易所上市
的 180 只 A 股组成，按照下列原则选取：
1. 入围标准
（1）非 ST、*ST 的 A 股；
（2）有一定上市交易日期，一般为六个月；

（3）公司最近一年无重大违规、财务报告无重大问题；
（4）公司最近一年经营无异常、无重大亏损；
（5）考察期内股价无异常波动；
（6）民营企业定义：上市公司实际控制人为非国有独资、非国有
控股及非外资控股。
2. 选样方法
样本股选样指标为一段时期（前 6 个月）平均总市值的比重、平
均自由流通市值的比重和平均成交金额的比重。选样时先计算入围个
股平均总市值占市场比重、平"
211,51672,90_399365,399365,国证农业综合企业指数,90,2009-11-04,1,44,,"  国证农业综合企业指数编制方案
（2015 年 1 月修订）
为了反映A股市场上农业相关企业股票价格变动的趋势，编制国
证农业综合企业指数。国证农业综合企业指数包括纯价格指数和全收
益指数，纯价格指数通过深交所行情系统发布实时行情数据，全收益
指数通过国证指数网发布收盘行情数据。
一、 指数代码与名称
指数代码：399365
指数简称：国证农业
指数中文名称：国证农业综合企业指数
指数英文名称： CNI AGRICULTURE INDEX
二、 基日与基点
国证农业综合企业指数以 2004 年 12 月 31 日为基日，基日指数
定为 1000。
三、 选股原则
国证农业综合企业指数样本股由在深圳证券交易所、上海证券交
易所上市的 50 只 A 股组成，按照下列原则选取：
1. 入围标准
（1）非 ST、*ST 的 A 股；
（2）有一定上市交易日期，一般为六个月；

（3）公司最近一年无重大违规、财务报告无重大问题；
（4）公司最近一年经营无异常、无重大亏损；
（5）考察期内股价无异常波动；
（6）业务领域为农(牧、渔)产品、食品饮料、农业化工及农业综
合企业贸易与分销的公司。
2. 选样方法
样本股选样指标为一段时期（前 6 个月）平均总市值的比重、平
均自由流通市值的比重和平均成交金额的比重。"
212,51673,90_399366,399366,国证大宗商品生产商指数,90,2009-11-04,1,44,,"国证大宗商品生产商指数编制方案
（2015 年 1 月修订）
为了反映A股市场上大宗商品生产商相关企业股票价格变动的
趋势，编制国证大宗商品生产商指数。国证大宗商品生产商指数包括
纯价格指数和全收益指数，纯价格指数通过深交所行情系统发布实时
行情数据，全收益指数通过国证指数网发布收盘行情数据。
一、 指数代码与名称
指数代码：399366
指数简称：国证大宗
指数中文名称：国证大宗商品生产商指数
指数英文名称： CNI COMMODITIES PRODUCER INDEX
二、 基日与基点
国证大宗商品生产商指数以 2004 年 12 月 31 日为基日，基日指
数定为 1000。
三、 选股原则
国证大宗商品生产商指数样本股由在深圳证券交易所、上海证券
交易所上市的 100 只 A 股组成，按照下列原则选取：
1. 入围标准
（1）非 ST、*ST 的 A 股；指数编制方案 Methodology
（2）有一定上市交易日期，一般为六个月；
（3）公司最近一年无重大违规、财务报告无重大问题；
（4）公司最近一年经营无异常、无重大亏损；
（5）考察期内股价无异常波动；
（6）业务领域为以下几个方面的上市公司：
? 能源：综合性石油与天然气企业、石油与天然气的勘探与
生产、石油与天然气炼制和营销、煤与消费用燃料；
? 原"
213,51674,90_399367,399367,1000地产指数,90,2009-11-04,1,44,,"                       关于编制和发布巨潮农业等指数的公告

　　为了适应广大投资者需求，向市场各类投资者提供更多的跟踪投资目标指数，丰富证券市场指数产品品种，本公司决定于2009年11月4日起正式编制和发布下列指数：
指数代码       指数名称              指数简称           基日    基日点位
399365 巨潮农业综合企业指数	       巨潮农业	   2004年12月31日	1000
399366 巨潮大宗商品生产商指数	       巨潮大宗	   2004年12月31日	1000
399367 巨潮地产指数	             巨潮地产	   2004年12月31日	1000
399368 巨潮航天军工指数              航天军工	   2004年12月31日	1000
399369 巨潮-CBN-兴业基金社会责任指数 CBN-兴业	   2009年6月30日	1000
　　上述新发布指数之实时指数通过深交所实时行情库发布，指数编制方案及相关指数信息参见巨潮指数网站http://index.cninfo.com.cn。
　　特此公告。

　　深圳证券信息有限公司
　　2009年11月4日"
214,51675,90_399368,399368,国证航天军工指数,90,2009-11-04,1,44,,"国证航天军工指数编制方案
（2014 年 1 月）
为了反映A股市场上航天军工产品相关企业股票价格变动的趋
势，编制国证航天军工指数。国证航天军工指数包括纯价格指数和全
收益指数，纯价格指数通过深交所行情系统发布实时行情数据，全收
益指数通过巨潮指数网发布收盘行情数据。
一、 指数代码与名称
指数代码：399368
指数简称：国证军工
指数中文名称：国证航天军工指数
指数英文名称： CNI AEROSPACE&DEFENSE INDEX
二、 基日与基点
国证航天军工指数以 2004 年 12 月 31 日为基日，基日指数定为
1000。
三、 选股原则
国证航天军工指数样本股由在深圳证券交易所、上海证券交易所
上市的 50 只 A 股组成，按照下列原则选取：
1. 入围标准
（1）非 ST、*ST 的 A 股；

（2）有一定上市交易日期，一般为六个月；
（3）公司最近一年无重大违规、财务报告无重大问题；
（4）公司最近一年经营无异常、无重大亏损；
（5）考察期内股价无异常波动；
（6）业务领域涉及航天军工产品的公司。
2. 选样方法
备选股数量达到 50 只之前，满足入围标准的股票均可入选；
备选股数量超过 50 只之后，对满足入围标准的股票，先计算一
段时期（前 6 个月）平均总市值的比重、平均自由流通市"
215,51676,90_399369,399369,国证社会责任指数,90,2009-11-04,1,49,,"     关于变更CBN-兴业全球社会责任指数简称的公告
应兴业全球基金管理有限公司申请，深圳证券信息有限公司决定于2014年2月11日对CBN-兴业全球社会责任指数（指数代码：399369）的简称进行调整，指数简称由“CBN-兴业”变更为“CBN-兴全”。
     CBN-兴业全球社会责任指数由第一财经和兴业全球基金管理公司共同定制，选取A股市场上在社会责任履行方面表现良好的100家公司组成样本，以鼓励和引导中国证券市场上市公司积极履行社会责任。
特此公告。
深圳证券信息有限公司
2014年2月10日

                       关于编制和发布巨潮农业等指数的公告

　　为了适应广大投资者需求，向市场各类投资者提供更多的跟踪投资目标指数，丰富证券市场指数产品品种，本公司决定于2009年11月4日起正式编制和发布下列指数：
指数代码       指数名称              指数简称           基日    基日点位
399365 巨潮农业综合企业指数	       巨潮农业	   2004年12月31日	1000
399366 巨潮大宗商品生产商指数	       巨潮大宗	   2004年12月31日	1000
399367 巨潮地产指数	             巨潮地产	   2004年12月31日	1000
399368 巨潮航天军工指数              航天军工	   2004年12月31日	1000
3993"
216,51831,90_399370,399370,国证成长指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
217,51832,90_399371,399371,国证价值指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
218,51833,90_399372,399372,巨潮大盘成长指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
219,51834,90_399373,399373,巨潮大盘价值指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
220,51835,90_399374,399374,巨潮中盘成长指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
221,51836,90_399375,399375,巨潮中盘价值指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
222,51837,90_399376,399376,巨潮小盘成长指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
223,51838,90_399377,399377,巨潮小盘价值指数,90,2010-01-04,1,43,,"                       巨潮风格系列指数编制方案
    （2009 年 12 月）为了提供可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要，特编制 8 只巨潮风格指数：巨潮成长指数、巨潮价值指数、巨潮大盘成长、巨潮大盘价值、巨潮中盘成长、巨潮中盘价值、巨潮小盘成长、巨潮小盘价值。
    一、 选股原则
   （一）入围标准 巨潮大盘成长和巨潮大盘价值以巨潮大盘指数样本股为样本空间；巨潮中盘成长和巨潮中盘价值以巨潮中盘指数样本股为样本空间；巨潮小盘成长和巨潮小盘价值以巨潮小盘指数样本股为样本空间。
    （二）选样方法 
    1． 计算价值因子与成长因子的变量数值成长因子有三个变量：主营业务收入增长率、净利润增长率和净资产收益率，其中：主营业务收入增长率=过去 3 年主营业务收入增长率的均值净利润增长率=过去 3 年净利润增长率的均值价值因子有四个变量：每股收益与价格比率、每股经营现金流与价格比率、股息收益率、每股净资产与价格比率。
    2． 计算风格 Z 值若某股票的一个或者多个成长因子或者价值因子缺失，则采用该股票同行业的平均值代替。
计算出每只股票的 7 个变量值之后，在样本空间内对所有 7 个变量值进行标准化 z 分处理。为确保用"
224,52374,90_399378,399378,国证ESG300指数,90,2010-09-20,1,49,,"国证ESG 300指数编制方案
(2020年5月修订）
为反映A股市场中ESG表现较好公司的市场表现，为投资者提供更丰富的指数化投资工具，编制国证ESG 300指数。
_、代码与名称
指数名称：国证ESG300指数
指数简称：ESG300
英文名称：CNI ESG 300 Index
英文简称：CNIESG300
指数代码：399378
指数的基日为2010年6月30日，基点为1000点。
三、选样空间
国证ESG 300指数以国证1000为样本空间。
四、选样方法
首先，剔除样本空间内ESG风险评估在前10%的股票；其次，在国证二级行业内，选取ESG评分在行业排名前50%的股票；最后，对选样空间剩余股票按照ESG评分由高到低排序，选取
300只样本股。
五、指数计算
指数采用派氏加权法，依据下列公式逐日连锁实时计算：
实时指数=
卜一!(样本股实时M价X样本股权数x权重调整因子>
X (样本股上一交易日收市价x样本股权数x权重调整因子>
权重调整因子：见“七、样本股权重调整”。
六、样本股调整
1.样本股定期调整
指数样本股实施半年定期调整，于每年6月和12月的第二个星期五的下一个交易日实施。样本股调整方案通常在实施前两周公布。
排名在样本数70%范围之内的非原样本股按顺序入选，排名在样本数130%范围之内的原样本股按顺序优先保留。
在确"
225,53785,90_399381,399381,国证1000能源行业指数,90,2011-12-02,1,30,2386.0,"巨潮 1000 行业指数系列编制方案
（2011 年 12 月）
为反映中国A股市场不同行业公司股票的整体表现，编制10条巨
潮1000行业指数，包括纯价格指数和全收益指数。纯价格指数通过深
交所行情系统发布实时行情数据，全收益指数通过巨潮指数网发布收
盘行情数据。
一、 指数代码与名称
指数代码：399381、399382、399383、399384、399385、
399386、399387、399388、399389、399310
指数简称：1000 能源、1000 材料、1000 工业、1000 可选、
1000 消费、1000 医药、1000 金融、1000 信息、
1000 电信、1000 公用
指数中文全称：巨潮 1000 能源行业指数、
巨潮 1000 原材料行业指数、
巨潮 1000 工业行业指数、
巨潮 1000 可选消费行业指数、
巨潮 1000 主要消费行业指数、
巨潮 1000 医药卫生行业指数、
巨潮 1000 金融地产行业指数、
巨潮 1000 信息技术行业指数、
巨潮 1000 电信业务行业指数、
巨潮 1000 公用事业行业指数
指数英文名称：CNINFO 1000 ENERGY SECTOR INDEX、
CNINFO 1000 MATERIALS SECTOR INDEX、
CNINFO 1000 INDUSTRIALS SECTOR 
INDEX、
CNINFO 1000 CONSUMER DISCRETIONARY 
SECTOR INDEX、
CNINFO 1000 CONSUMER STAPLES SECTOR 
INDEX、
CNINFO 100"
226,53786,90_399382,399382,国证1000原材料行业指数,90,2011-12-02,1,30,2390.0,"巨潮 1000 行业指数系列编制方案
（2011 年 12 月）
为反映中国A股市场不同行业公司股票的整体表现，编制10条巨
潮1000行业指数，包括纯价格指数和全收益指数。纯价格指数通过深
交所行情系统发布实时行情数据，全收益指数通过巨潮指数网发布收
盘行情数据。
一、 指数代码与名称
指数代码：399381、399382、399383、399384、399385、
399386、399387、399388、399389、399310
指数简称：1000 能源、1000 材料、1000 工业、1000 可选、
1000 消费、1000 医药、1000 金融、1000 信息、
1000 电信、1000 公用
指数中文全称：巨潮 1000 能源行业指数、
巨潮 1000 原材料行业指数、
巨潮 1000 工业行业指数、
巨潮 1000 可选消费行业指数、
巨潮 1000 主要消费行业指数、
巨潮 1000 医药卫生行业指数、
巨潮 1000 金融地产行业指数、
巨潮 1000 信息技术行业指数、
巨潮 1000 电信业务行业指数、
巨潮 1000 公用事业行业指数
指数英文名称：CNINFO 1000 ENERGY SECTOR INDEX、
CNINFO 1000 MATERIALS SECTOR INDEX、
CNINFO 1000 INDUSTRIALS SECTOR 
INDEX、
CNINFO 1000 CONSUMER DISCRETIONARY 
SECTOR INDEX、
CNINFO 1000 CONSUMER STAPLES SECTOR 
INDEX、
CNINFO 100"
